IE,
IE:3350 Process Engineering,
IE:3400 Human Factors,
IE:3600 Quality Control,
IE:3610 Stochastic Modeling,
IE:3700 Operations Research,
IE:3760 Applied Linear Regression,
IE:4116 Manufacturing Processes and Automation,
IE:4172 Big Data Analytics,
IE:4175 Safety Engineering,
IE:4600 Industrial Engineering Design Project,
IE:6232 Advanced CAD and Manufacturing,
IE:6450 Human Factors in Aviation,
IE:6720 Nonlinear Optimization,
